,model_name,img_size,times
0,swinv2_base_window12to24_192to384_22kft1k,384,0.0665551495552063
1,beit_base_patch16_384,384,0.03039524793624878
2,volo_d3_448,448,0.0688868808746338
3,swin_base_patch4_window12_384,384,0.028418772220611573
4,swinv2_base_window12to16_192to256_22kft1k,256,0.020450232028961183
5,volo_d2_384,384,0.03084566593170166
